,package,version
944,pydata-sphinx-theme,0.10.0rc2
945,pydeequ,1.0.1
946,pydeprecate,0.3.2
947,pydicom,2.3.0
948,pydocstyle,6.1.1
949,pydot,1.4.2
950,pydub,0.25.1
951,pyfiglet,0.8.0
952,pyflakes,2.5.0
953,pygame,2.1.3.dev4
954,pygeohash,1.2.0
955,pygit2,1.10.0
956,pygithub,1.55
957,pyglet,2.0.dev21
958,pygments,2.12.0
959,pygobject,3.42.2
960,pygraphviz,1.9
961,pyhamcrest,2.0.3
962,pyhive,0.6.5
963,pyhocon,0.3.59
964,pyinquirer,1.0.3
965,pyinstaller,5.3
966,pyjwt,2.4.0
967,pylev,1.4.0
968,pylint,3.0.0a5
969,pymatgen,2022.7.25
970,pymc3,3.11.5
971,pymdown-extensions,9.5
972,pymediainfo,5.1.0
973,pymeeus,0.5.11
974,pyminizip,0.2.6
975,pymongo,4.2.0
976,pymssql,2.2.5
977,pymupdf,1.20.1
978,pymysql,1.0.2
979,pynacl,1.5.0
980,pynndescent,0.5.7
981,pynput,1.7.6
982,pyobjc-core,8.5
983,pyobjc-framework-cocoa,8.5
984,pyodbc,4.0.34
985,pyopengl,3.1.6
986,pyopenssl,22.0.0
987,pyotp,2.6.0
988,pypandoc,1.8.1
989,pyparsing,3.0.9
990,pypdf2,2.9.0
991,pyperclip,1.8.2
992,pypika,0.48.9
993,pyppeteer,1.0.2
994,pyproj,3.3.1
995,pyqt5,5.15.7
996,pyqtgraph,0.12.4
997,pyqtwebengine,5.15.6
998,pyquery,1.4.3
999,pyramid,2.0a0
1000,pyreadline,2.1
1001,pyrsistent,0.18.1
1002,pysam,0.19.1
1003,pyserial,3.5b0
1004,pysftp,0.2.9
1005,pysha3,1.0.2.dev1
1006,pyshp,2.3.1
1007,pyside2,5.15.2.1
1008,pyside6,6.3.1
1009,pysimplegui,4.60.3
1010,pysocks,1.7.1
1011,pyspark,3.3.0
1012,pystache,0.6.0
1013,pystan,3.5.0
1014,pytesseract,0.3.9
1015,pytest,7.1.2
1016,pytest-aiohttp,1.0.4
1017,pytest-asyncio,0.19.0
1018,pytest-benchmark,3.4.1
1019,pytest-black,0.3.12
1020,pytest-cache,1.0
1021,pytest-checkdocs,2.7.1
1022,pytest-cov,3.0.0
1023,pytest-django,4.5.2
1024,pytest-env,0.6.2
1025,pytest-flake8,1.1.1
1026,pytest-forked,1.4.0
1027,pytest-html,3.1.1
1028,pytest-metadata,2.0.2
1029,pytest-mock,3.8.2
1030,pytest-mypy,0.9.1
1031,pytest-pep8,1.0.6
1032,pytest-pythonpath,0.7.4
1033,pytest-rerunfailures,10.2
1034,pytest-runner,6.0.0
1035,pytest-sugar,0.9.5
1036,pytest-timeout,2.1.0
1037,pytest-watch,4.2.0
1038,pytest-xdist,2.5.0
1039,python-box,6.0.2
1040,python-consul,1.1.0
1041,python-daemon,2.3.1
1042,python-dateutil,2.8.2
1043,python-decouple,3.6
1044,python-docx,0.8.11
1045,python-dotenv,0.20.0
1046,python-editor,1.0.4
1047,python-engineio,4.3.3
1048,python-etcd,0.4.5
1049,python-gitlab,3.7.0
1050,python-gnupg,0.4.9
1051,python-http-client,3.3.7
1052,python-igraph,0.9.11
1053,python-jenkins,1.8.0.0a0
1054,python-jose,3.3.0
1055,python-json-logger,2.0.4
1056,python-keystoneclient,5.0.0
1057,python-ldap,3.4.2
1058,python-levenshtein,0.12.2
1059,python-magic,0.4.27
1060,python-memcached,1.59
1061,python-multipart,0.0.5
1062,python-neutronclient,8.0.0
1063,python-novaclient,18.0.0
1064,python-rapidjson,1.8
1065,python-slugify,6.1.2
1066,python-snappy,0.6.1
1067,python-socketio,5.7.1
1068,python-swiftclient,4.0.1
1069,python-telegram-bot,20.0a2
1070,python-utils,3.3.3
1071,python3-openid,3.2.0
1072,pytimeparse,1.1.8
1073,pytoml,0.1.21
1074,pytorch-lightning,1.7.0rc1
1075,pytorch-metric-learning,1.5.1
1076,pytube,12.1.0
1077,pytz,2022.1
1078,pytz-deprecation-shim,0.1.0.post0
1079,pytzdata,2020.1
1080,pyusb,1.2.1
1081,pyvisa,1.12.0
1082,pyvista,0.36.0
1083,pywavelets,1.3.0
1084,pywin32,304
1085,pyxdg,0.28
1086,pyyaml,6.0b1
1087,pyzmq,23.2.0
1088,qiskit,0.37.1
1089,qrcode,7.3.1
1090,qtconsole,5.3.1
1091,qtpy,2.1.0
1092,querystring-parser,1.2.4
1093,questionary,1.10.0
1094,randomstuff-py,2.0.0
1095,rasterio,1.3.0
1096,ratelimit,2.2.1
1097,raven,6.10.0
1098,ray,2.0.0rc0
1099,rdflib,6.2.0
1100,rdflib-jsonld,0.6.2
1101,readme-renderer,35.0
1102,recommonmark,0.7.1
1103,redis,4.3.4
1104,redis-py-cluster,2.1.3
1105,redshift-connector,2.0.908
1106,regex,2022.7.25
1107,reportlab,3.6.11
1108,requests,2.28.1
1109,requests-aws4auth,1.1.2
1110,requests-cache,1.0.0a1
1111,requests-file,1.5.1
1112,requests-futures,1.0.0
1113,requests-html,0.10.0
1114,requests-mock,1.9.3
1115,requests-ntlm,1.1.0
1116,requests-oauthlib,1.3.1
1117,requests-toolbelt,0.9.1
1118,resolvelib,0.8.1
1119,responses,0.21.0
1120,retry,0.9.2
1121,retrying,1.3.3
1122,rfc3986,2.0.0
1123,rich,12.5.1
1124,robotframework,5.1a2
1125,rope,1.3.0
1126,rpi.gpio,0.7.1a4
1127,rpy2,3.5.3
1128,rsa,4.9
1129,rst.linker,2.3.0
1130,ruamel-yaml-clib,0.2.6
1131,ruamel.yaml,0.17.21
1132,rx,3.2.0
1133,s3cmd,2.2.0
1134,s3fs,2022.7.1
1135,s3transfer,0.6.0
1136,sacremoses,0.0.53
1137,sagemaker,2.101.1
1138,sanic,22.6.1
1139,sarif-om,1.0.4
1140,sasl,0.3.1
1141,scandir,1.10.0
1142,scanpy,1.9.1
1143,scapy,2.4.5rc1
1144,schedule,1.1.0
1145,schema,0.7.5
1146,scikit-image,0.19.3
1147,scikit-learn,1.1.1
1148,scikit-optimize,0.9.0
1149,scipy,1.9.0rc3
1150,scp,0.14.4
1151,scramp,1.4.1
1152,Scrapy,2.6.2
1153,seaborn,0.12.0b2
1154,secretstorage,3.3.2
1155,sekkaybot,0.22.198
1156,selenium,4.3.0
1157,semantic-version,2.10.0
1158,semver,3.0.0.dev3
1159,send2trash,1.8.1b0
1160,sendgrid,6.9.7
1161,sentence-transformers,2.2.2
1162,sentencepiece,0.1.96
1163,sentry-sdk,1.9.0
1164,service-identity,21.1.0
1165,setproctitle,1.3.0
1166,setuptools,63.3.0
1167,setuptools-git,1.2
1168,setuptools-scm,7.0.5
1169,sgmllib3k,1.0.0
1170,sh,1.14.3
1171,shap,0.41.0
1172,shapely,1.8.2
1173,shellingham,1.4.0
1174,shortuuid,1.0.9
1175,simpervisor,0.4
1176,simple-salesforce,1.12.1
1177,simpleitk,2.1.1.2
1178,simplejson,3.17.6
1179,singer-python,5.12.2
1180,singledispatch,3.7.0
1181,six,1.16.0
1182,sklearn,0.0
1183,slack-sdk,3.18.1
1184,slackclient,2.9.4
1185,slicer,0.0.7
1186,smart-open,6.0.0
1187,smbus2,0.4.2
1188,smdebug-rulesconfig,1.0.1
1189,smmap,5.0.0
1190,snakeviz,2.1.1
1191,sniffio,1.2.0
1192,snowballstemmer,2.2.0
1193,snowflake-connector-python,2.7.11
1194,snowflake-sqlalchemy,1.4.0
1195,sortedcontainers,2.4.0
1196,sounddevice,0.4.4
1197,SoundFile,0.10.3.post1
1198,soupsieve,2.3.2.post1
1199,spacy,3.4.1
1200,spacy-legacy,3.0.9
1201,spark-nlp,4.0.2
1202,spark-sklearn,0.3.0
1203,sparqlwrapper,2.0.0
1204,speechrecognition,3.8.1
1205,sphinx,5.1.1
1206,sphinx-argparse,0.3.1
1207,sphinx-autoapi,1.9.0
1208,sphinx-autobuild,2021.3.14
1209,sphinx-autodoc-typehints,1.19.1
1210,sphinx-automodapi,0.14.1
1211,sphinx-book-theme,0.3.3
1212,sphinx-bootstrap-theme,0.8.1
1213,sphinx-click,4.3.0
1214,sphinx-copybutton,0.5.0
1215,sphinx-gallery,0.11.0
1216,sphinx-rtd-theme,1.0.0rc1
1217,sphinxcontrib-apidoc,0.3.0
1218,sphinxcontrib-applehelp,1.0.2
1219,sphinxcontrib-bibtex,2.4.2
1220,sphinxcontrib-devhelp,1.0.2
1221,sphinxcontrib-htmlhelp,2.0.0
1222,sphinxcontrib-jsmath,1.0.1
1223,sphinxcontrib-napoleon,0.7
1224,sphinxcontrib-qthelp,1.0.3
1225,sphinxcontrib-serializinghtml,1.1.5
1226,sphinxcontrib-spelling,7.6.0
1227,sphinxcontrib-websupport,1.2.4
1228,spotipy,2.20.0
1229,sqlalchemy,1.4.39
1230,sqlalchemy-json,0.5.0
1231,sqlalchemy-jsonfield,1.0.0
1232,sqlalchemy-redshift,0.8.11
1233,sqlalchemy-utils,0.38.3
1234,sqlite-utils,3.28
1235,sqlparse,0.4.2
1236,srsly,2.4.4
1237,sshtunnel,0.4.0
1238,stack-data,0.3.0
1239,starkbank-ecdsa,2.0.3
1240,starlette,0.20.4
1241,statsd,3.3.0
1242,statsmodels,0.13.2
1243,stevedore,4.0.0
1244,streamlit,1.11.1rc1
1245,strict-rfc3339,0.7
1246,strictyaml,1.6.1
1247,stringcase,1.2.0
1248,strip-hints,0.1.10
1249,structlog,22.1.0
1250,subprocess32,3.5.4b1
1251,suds-jurko,0.6
1252,svgwrite,1.4.3b1
1253,sympy,1.10.1
1254,tableauserverclient,0.19.0
1255,tables,3.7.0
1256,tabulate,0.8.10
1257,tblib,1.7.0
1258,telethon,1.24.0
1259,tempora,5.0.2
1260,tenacity,8.0.1
1261,tensorboard,2.9.1
1262,tensorboard-data-server,0.6.1
1263,tensorboard-plugin-wit,1.8.1
1264,tensorboardx,2.5.1
1265,tensorflow,2.9.1
1266,tensorflow-addons,0.17.1
1267,tensorflow-datasets,4.6.0
1268,tensorflow-estimator,2.9.0rc0
1269,tensorflow-gpu,2.9.1
1270,tensorflow-hub,0.12.0
1271,tensorflow-io-gcs-filesystem,0.26.0
1272,tensorflow-metadata,1.9.0
1273,tensorflow-probability,0.17.0
1274,tensorflow-recommenders,0.7.0
1275,tensorflow-serving-api,2.9.1
1276,tensorflow-text,2.10.0b2
1277,tensorflow-transform,1.9.0
1278,termcolor,1.1.0
1279,terminado,0.15.0
1280,terminaltables,3.1.10
1281,testfixtures,7.0.0
1282,testpath,0.6.0
1283,testtools,2.5.0
1284,text-unidecode,1.3
1285,textblob,0.17.1
1286,texttable,1.6.4
1287,tf-estimator-nightly,2.11.0.dev2022080116
1288,tfx-bsl,1.9.0
1289,theano,1.0.5
1290,thinc,8.1.0.dev3
1291,threadpoolctl,3.1.0
1292,thrift,0.16.0
1293,tifffile,2022.7.31
1294,timm,0.6.7
1295,tinycss2,1.1.1
1296,tinydb,4.7.0
1297,tld,0.12.6
1298,tldextract,3.3.1
1299,tokenizers,0.12.1
1300,toml,0.10.2
1301,tomli,2.0.1
1302,tomlkit,0.11.1
1303,toolz,0.12.0
1304,toposort,1.7
1305,torch,1.12.0
1306,torchaudio,0.12.0
1307,torchmetrics,0.9.3
1308,torchtext,0.13.0
1309,torchvision,0.13.0
1310,tornado,6.2b2
1311,towncrier,21.9.0rc1
1312,tox,4.0.0a10
1313,tqdm,4.64.0
1314,traitlets,5.3.0.dev0
1315,transaction,3.0.1
1316,transformers,4.21.0
1317,trimesh,3.12.9
1318,trio,0.21.0
1319,trio-websocket,0.9.2
1320,trytond,6.4.3
1321,tweepy,4.10.0
1322,twilio,7.12.0
1323,twine,4.0.1
1324,twisted,22.4.0rc1
1325,typed-ast,1.5.4
1326,typeguard,2.13.3
1327,typer,0.6.1
1328,types-python-dateutil,2.8.19
1329,types-pyyaml,6.0.11
1330,types-requests,2.28.6
1331,types-setuptools,63.2.2
1332,types-urllib3,1.26.19
1333,typing,3.10.0.0
1334,typing-extensions,4.3.0
1335,typing-inspect,0.7.1
1336,typing-utils,0.1.0
1337,tzdata,2022.1
1338,tzlocal,4.2
1339,ua-parser,0.15.0
1340,uamqp,1.5.3
1341,ujson,5.4.0
1342,umap-learn,0.5.3
1343,uncertainties,3.1.7
1344,unicodecsv,0.14.1
1345,unidecode,1.3.4
1346,unittest-xml-reporting,3.2.0
1347,unittest2,1.1.0
1348,uritemplate,4.1.1
1349,uritools,4.0.0
1350,urlextract,1.6.0
1351,urllib3,1.26.11
1352,urwid,2.1.2
1353,user-agents,2.2.0
1354,uuid,1.30
1355,uvicorn,0.18.2
1356,uvloop,0.16.0
1357,uwsgi,2.0.20
1358,validators,0.20.0
1359,vcrpy,4.2.0
1360,versioneer,0.22
1361,vine,5.0.0a1
1362,virtualenv,20.16.2
1363,virtualenv-clone,0.5.7
1364,voluptuous,0.13.1
1365,vtk,9.2.0rc2
1366,w3lib,1.22.0
1367,wagtail,3.0.1
1368,waitress,2.1.2
1369,wand,0.6.8
1370,wandb,0.13.0rc5
1371,wasabi,0.10.1
1372,watchdog,2.1.9
1373,watchgod,0.10a1
1374,watchtower,3.0.0
1375,wcwidth,0.2.5
1376,web3,6.0.0b4
1377,webcolors,1.12
1378,webdriver-manager,3.8.3
1379,webencodings,0.5.1
1380,webob,1.8.7
1381,websocket-client,1.3.3
1382,websockets,10.3
1383,webtest,3.0.0
1384,werkzeug,2.2.1
1385,wget,3.2
1386,wheel,0.37.1
1387,whitenoise,6.2.0
1388,widgetsnbextension,4.0.0a4
1389,wikipedia,1.4.0
1390,wordcloud,1.8.2.2
1391,wrapt,1.14.1
1392,wsproto,1.1.0
1393,wtforms,3.0.1
1394,wxpython,4.1.1
1395,xarray,2022.6.0rc0
1396,xdg,5.1.1
1397,xgboost,1.6.1
1398,xlrd,2.0.1
1399,xlsxwriter,3.0.3
1400,xlwt,1.3.0
1401,xmltodict,0.13.0
1402,xxhash,3.0.0
1403,yamllint,1.27.1
1404,yapf,0.32.0
1405,yarl,1.7.2
1406,yaspin,2.1.0
1407,yfinance,0.1.74
1408,youtube_dl,2021.12.17
1409,yt-dlp,2022.7.18
1410,zarr,2.12.0a2
1411,zc-lockfile,2.0
1412,zeep,4.1.0
1413,zeroconf,0.38.7
1414,zict,2.2.0
1415,zipp,3.8.1
1416,zmq,0.0.0
1417,zodb,5.7.0
1418,zope-event,4.5.0
1419,zope.component,5.0.1
1420,zope.configuration,4.4.1
1421,zope.event,4.5.0
1422,zope.i18nmessageid,5.0.1
1423,zope.interface,5.5.0.dev0
1424,zope.publisher,6.1.0
1425,zope.schema,6.2.0
1426,zope.testing,4.10
1427,zope2,4.0a6
1428,zstandard,0.18.0
1429,zthreading,0.1.19
